Image,Alpha,Beta,Min Score,Recall,MABO
2,0.4,0.2,0.61,0.0,0.0
3,0.4,0.2,0.61,0.0,0.0
4,0.4,0.2,0.61,0.0,0.0
5,0.4,0.2,0.61,0.0,0.0
6,0.4,0.2,0.61,0.0,0.0
7,0.4,0.2,0.61,0.0,0.0
8,0.4,0.2,0.61,0.0,0.0
9,0.4,0.2,0.61,0.0,0.0
10,0.4,0.2,0.61,0.0,0.0
1,0.4,0.2,0.7100000000000001,0.0,0.0
2,0.4,0.2,0.7100000000000001,0.0,0.0
3,0.4,0.2,0.7100000000000001,0.0,0.0
4,0.4,0.2,0.7100000000000001,0.0,0.0
5,0.4,0.2,0.7100000000000001,0.0,0.0
6,0.4,0.2,0.7100000000000001,0.0,0.0
7,0.4,0.2,0.7100000000000001,0.0,0.0
8,0.4,0.2,0.7100000000000001,0.0,0.0
9,0.4,0.2,0.7100000000000001,0.0,0.0
10,0.4,0.2,0.7100000000000001,0.0,0.0
1,0.4,0.2,0.81,0.0,0.0
2,0.4,0.2,0.81,0.0,0.0
3,0.4,0.2,0.81,0.0,0.0
4,0.4,0.2,0.81,0.0,0.0
5,0.4,0.2,0.81,0.0,0.0
6,0.4,0.2,0.81,0.0,0.0
7,0.4,0.2,0.81,0.0,0.0
8,0.4,0.2,0.81,0.0,0.0
9,0.4,0.2,0.81,0.0,0.0
10,0.4,0.2,0.81,0.0,0.0
1,0.4,0.2,0.91,0.0,0.0
2,0.4,0.2,0.91,0.0,0.0
3,0.4,0.2,0.91,0.0,0.0
4,0.4,0.2,0.91,0.0,0.0
5,0.4,0.2,0.91,0.0,0.0
6,0.4,0.2,0.91,0.0,0.0
7,0.4,0.2,0.91,0.0,0.0
8,0.4,0.2,0.91,0.0,0.0
9,0.4,0.2,0.91,0.0,0.0
10,0.4,0.2,0.91,0.0,0.0
1,0.4,0.30000000000000004,0.01,0.0,0.1996181439499382
2,0.4,0.30000000000000004,0.01,0.0,0.23338519705395647
3,0.4,0.30000000000000004,0.01,0.0,0.008856682769726247
4,0.4,0.30000000000000004,0.01,0.0,0.2404510847058074
5,0.4,0.30000000000000004,0.01,0.08333333333333333,0.15699636489399812
6,0.4,0.30000000000000004,0.01,0.0,0.19444713064704308
7,0.4,0.30000000000000004,0.01,0.0,0.12431385211494995
8,0.4,0.30000000000000004,0.01,0.0,0.5474994017707585
9,0.4,0.30000000000000004,0.01,0.0,0.04560260586319218
10,0.4,0.30000000000000004,0.01,0.0,0.3266235817196725
1,0.4,0.30000000000000004,0.11,0.0,0.0
2,0.4,0.30000000000000004,0.11,0.0,0.0
3,0.4,0.30000000000000004,0.11,0.0,0.0
4,0.4,0.30000000000000004,0.11,0.0,0.0
5,0.4,0.30000000000000004,0.11,0.0,0.0
6,0.4,0.30000000000000004,0.11,0.0,0.0
7,0.4,0.30000000000000004,0.11,0.0,0.0
8,0.4,0.30000000000000004,0.11,0.0,0.0
9,0.4,0.30000000000000004,0.11,0.0,0.0
10,0.4,0.30000000000000004,0.11,0.0,0.0
1,0.4,0.30000000000000004,0.21000000000000002,0.0,0.0
2,0.4,0.30000000000000004,0.21000000000000002,0.0,0.0
3,0.4,0.30000000000000004,0.21000000000000002,0.0,0.0
4,0.4,0.30000000000000004,0.21000000000000002,0.0,0.0
5,0.4,0.30000000000000004,0.21000000000000002,0.0,0.0
6,0.4,0.30000000000000004,0.21000000000000002,0.0,0.0
7,0.4,0.30000000000000004,0.21000000000000002,0.0,0.0
8,0.4,0.30000000000000004,0.21000000000000002,0.0,0.0
9,0.4,0.30000000000000004,0.21000000000000002,0.0,0.0
10,0.4,0.30000000000000004,0.21000000000000002,0.0,0.0
1,0.4,0.30000000000000004,0.31,0.0,0.0
2,0.4,0.30000000000000004,0.31,0.0,0.0
3,0.4,0.30000000000000004,0.31,0.0,0.0
4,0.4,0.30000000000000004,0.31,0.0,0.0
5,0.4,0.30000000000000004,0.31,0.0,0.0
6,0.4,0.30000000000000004,0.31,0.0,0.0
7,0.4,0.30000000000000004,0.31,0.0,0.0
8,0.4,0.30000000000000004,0.31,0.0,0.0
9,0.4,0.30000000000000004,0.31,0.0,0.0
10,0.4,0.30000000000000004,0.31,0.0,0.0
1,0.4,0.30000000000000004,0.41000000000000003,0.0,0.0
2,0.4,0.30000000000000004,0.41000000000000003,0.0,0.0
3,0.4,0.30000000000000004,0.41000000000000003,0.0,0.0
4,0.4,0.30000000000000004,0.41000000000000003,0.0,0.0
5,0.4,0.30000000000000004,0.41000000000000003,0.0,0.0
6,0.4,0.30000000000000004,0.41000000000000003,0.0,0.0
7,0.4,0.30000000000000004,0.41000000000000003,0.0,0.0
8,0.4,0.30000000000000004,0.41000000000000003,0.0,0.0
9,0.4,0.30000000000000004,0.41000000000000003,0.0,0.0
10,0.4,0.30000000000000004,0.41000000000000003,0.0,0.0
1,0.4,0.30000000000000004,0.51,0.0,0.0
2,0.4,0.30000000000000004,0.51,0.0,0.0
3,0.4,0.30000000000000004,0.51,0.0,0.0
4,0.4,0.30000000000000004,0.51,0.0,0.0
5,0.4,0.30000000000000004,0.51,0.0,0.0
6,0.4,0.30000000000000004,0.51,0.0,0.0
7,0.4,0.30000000000000004,0.51,0.0,0.0
8,0.4,0.30000000000000004,0.51,0.0,0.0
9,0.4,0.30000000000000004,0.51,0.0,0.0
10,0.4,0.30000000000000004,0.51,0.0,0.0
1,0.4,0.30000000000000004,0.61,0.0,0.0
2,0.4,0.30000000000000004,0.61,0.0,0.0
3,0.4,0.30000000000000004,0.61,0.0,0.0
4,0.4,0.30000000000000004,0.61,0.0,0.0
5,0.4,0.30000000000000004,0.61,0.0,0.0
6,0.4,0.30000000000000004,0.61,0.0,0.0
7,0.4,0.30000000000000004,0.61,0.0,0.0
8,0.4,0.30000000000000004,0.61,0.0,0.0
9,0.4,0.30000000000000004,0.61,0.0,0.0
10,0.4,0.30000000000000004,0.61,0.0,0.0
1,0.4,0.30000000000000004,0.7100000000000001,0.0,0.0
2,0.4,0.30000000000000004,0.7100000000000001,0.0,0.0
3,0.4,0.30000000000000004,0.7100000000000001,0.0,0.0
4,0.4,0.30000000000000004,0.7100000000000001,0.0,0.0
5,0.4,0.30000000000000004,0.7100000000000001,0.0,0.0
6,0.4,0.30000000000000004,0.7100000000000001,0.0,0.0
7,0.4,0.30000000000000004,0.7100000000000001,0.0,0.0
8,0.4,0.30000000000000004,0.7100000000000001,0.0,0.0
9,0.4,0.30000000000000004,0.7100000000000001,0.0,0.0
10,0.4,0.30000000000000004,0.7100000000000001,0.0,0.0
1,0.4,0.30000000000000004,0.81,0.0,0.0
2,0.4,0.30000000000000004,0.81,0.0,0.0
3,0.4,0.30000000000000004,0.81,0.0,0.0
4,0.4,0.30000000000000004,0.81,0.0,0.0
5,0.4,0.30000000000000004,0.81,0.0,0.0
6,0.4,0.30000000000000004,0.81,0.0,0.0
7,0.4,0.30000000000000004,0.81,0.0,0.0
8,0.4,0.30000000000000004,0.81,0.0,0.0
9,0.4,0.30000000000000004,0.81,0.0,0.0
10,0.4,0.30000000000000004,0.81,0.0,0.0
1,0.4,0.30000000000000004,0.91,0.0,0.0
2,0.4,0.30000000000000004,0.91,0.0,0.0
3,0.4,0.30000000000000004,0.91,0.0,0.0
4,0.4,0.30000000000000004,0.91,0.0,0.0
5,0.4,0.30000000000000004,0.91,0.0,0.0
6,0.4,0.30000000000000004,0.91,0.0,0.0
7,0.4,0.30000000000000004,0.91,0.0,0.0
8,0.4,0.30000000000000004,0.91,0.0,0.0
9,0.4,0.30000000000000004,0.91,0.0,0.0
10,0.4,0.30000000000000004,0.91,0.0,0.0
1,0.4,0.4,0.01,0.0,0.15865335888374751
2,0.4,0.4,0.01,0.0,0.2706907455972167
3,0.4,0.4,0.01,0.0,0.011544011544011544
4,0.4,0.4,0.01,0.0,0.2667153645734183
5,0.4,0.4,0.01,0.08333333333333333,0.16772028416070175
6,0.4,0.4,0.01,0.0,0.15230858486207677
7,0.4,0.4,0.01,0.0,0.12431385211494995
8,0.4,0.4,0.01,0.0,0.43806241623587977
9,0.4,0.4,0.01,0.0,0.04560260586319218
10,0.4,0.4,0.01,0.0,0.3266235817196725
1,0.4,0.4,0.11,0.0,0.0
2,0.4,0.4,0.11,0.0,0.0
3,0.4,0.4,0.11,0.0,0.0
4,0.4,0.4,0.11,0.0,0.0
5,0.4,0.4,0.11,0.0,0.0
6,0.4,0.4,0.11,0.0,0.0
7,0.4,0.4,0.11,0.0,0.0
8,0.4,0.4,0.11,0.0,0.0
9,0.4,0.4,0.11,0.0,0.0
10,0.4,0.4,0.11,0.0,0.0
1,0.4,0.4,0.21000000000000002,0.0,0.0
2,0.4,0.4,0.21000000000000002,0.0,0.0
3,0.4,0.4,0.21000000000000002,0.0,0.0
4,0.4,0.4,0.21000000000000002,0.0,0.0
5,0.4,0.4,0.21000000000000002,0.0,0.0
6,0.4,0.4,0.21000000000000002,0.0,0.0
7,0.4,0.4,0.21000000000000002,0.0,0.0
8,0.4,0.4,0.21000000000000002,0.0,0.0
9,0.4,0.4,0.21000000000000002,0.0,0.0
10,0.4,0.4,0.21000000000000002,0.0,0.0
1,0.4,0.4,0.31,0.0,0.0
2,0.4,0.4,0.31,0.0,0.0
3,0.4,0.4,0.31,0.0,0.0
4,0.4,0.4,0.31,0.0,0.0
5,0.4,0.4,0.31,0.0,0.0
6,0.4,0.4,0.31,0.0,0.0
7,0.4,0.4,0.31,0.0,0.0
8,0.4,0.4,0.31,0.0,0.0
9,0.4,0.4,0.31,0.0,0.0
10,0.4,0.4,0.31,0.0,0.0
1,0.4,0.4,0.41000000000000003,0.0,0.0
2,0.4,0.4,0.41000000000000003,0.0,0.0
3,0.4,0.4,0.41000000000000003,0.0,0.0
4,0.4,0.4,0.41000000000000003,0.0,0.0
5,0.4,0.4,0.41000000000000003,0.0,0.0
6,0.4,0.4,0.41000000000000003,0.0,0.0
7,0.4,0.4,0.41000000000000003,0.0,0.0
8,0.4,0.4,0.41000000000000003,0.0,0.0
9,0.4,0.4,0.41000000000000003,0.0,0.0
10,0.4,0.4,0.41000000000000003,0.0,0.0
1,0.4,0.4,0.51,0.0,0.0
2,0.4,0.4,0.51,0.0,0.0
3,0.4,0.4,0.51,0.0,0.0
4,0.4,0.4,0.51,0.0,0.0
5,0.4,0.4,0.51,0.0,0.0
6,0.4,0.4,0.51,0.0,0.0
7,0.4,0.4,0.51,0.0,0.0
8,0.4,0.4,0.51,0.0,0.0
9,0.4,0.4,0.51,0.0,0.0
10,0.4,0.4,0.51,0.0,0.0
1,0.4,0.4,0.61,0.0,0.0
2,0.4,0.4,0.61,0.0,0.0
3,0.4,0.4,0.61,0.0,0.0
4,0.4,0.4,0.61,0.0,0.0
5,0.4,0.4,0.61,0.0,0.0
6,0.4,0.4,0.61,0.0,0.0
7,0.4,0.4,0.61,0.0,0.0
8,0.4,0.4,0.61,0.0,0.0
9,0.4,0.4,0.61,0.0,0.0
10,0.4,0.4,0.61,0.0,0.0
1,0.4,0.4,0.7100000000000001,0.0,0.0
2,0.4,0.4,0.7100000000000001,0.0,0.0
3,0.4,0.4,0.7100000000000001,0.0,0.0
4,0.4,0.4,0.7100000000000001,0.0,0.0
5,0.4,0.4,0.7100000000000001,0.0,0.0
6,0.4,0.4,0.7100000000000001,0.0,0.0
7,0.4,0.4,0.7100000000000001,0.0,0.0
8,0.4,0.4,0.7100000000000001,0.0,0.0
9,0.4,0.4,0.7100000000000001,0.0,0.0
10,0.4,0.4,0.7100000000000001,0.0,0.0
1,0.4,0.4,0.81,0.0,0.0
2,0.4,0.4,0.81,0.0,0.0
3,0.4,0.4,0.81,0.0,0.0
4,0.4,0.4,0.81,0.0,0.0
5,0.4,0.4,0.81,0.0,0.0
6,0.4,0.4,0.81,0.0,0.0
7,0.4,0.4,0.81,0.0,0.0
8,0.4,0.4,0.81,0.0,0.0
9,0.4,0.4,0.81,0.0,0.0
10,0.4,0.4,0.81,0.0,0.0
1,0.4,0.4,0.91,0.0,0.0
2,0.4,0.4,0.91,0.0,0.0
3,0.4,0.4,0.91,0.0,0.0
4,0.4,0.4,0.91,0.0,0.0
5,0.4,0.4,0.91,0.0,0.0
6,0.4,0.4,0.91,0.0,0.0
7,0.4,0.4,0.91,0.0,0.0
8,0.4,0.4,0.91,0.0,0.0
9,0.4,0.4,0.91,0.0,0.0
10,0.4,0.4,0.91,0.0,0.0
1,0.4,0.5,0.01,0.0,0.1996181439499382
2,0.4,0.5,0.01,0.0,0.2926291410870365
3,0.4,0.5,0.01,0.0,0.011544011544011544
4,0.4,0.5,0.01,0.0,0.2667153645734183
5,0.4,0.5,0.01,0.08333333333333333,0.17746873184996967
6,0.4,0.5,0.01,0.0,0.15230858486207677
7,0.4,0.5,0.01,0.0,0.12431385211494995
8,0.4,0.5,0.01,0.0,0.43806241623587977
9,0.4,0.5,0.01,0.0,0.04560260586319218
10,0.4,0.5,0.01,0.0,0.5222107659921811
1,0.4,0.5,0.11,0.0,0.0
2,0.4,0.5,0.11,0.0,0.0
3,0.4,0.5,0.11,0.0,0.0
4,0.4,0.5,0.11,0.0,0.0
5,0.4,0.5,0.11,0.0,0.0
6,0.4,0.5,0.11,0.0,0.0
7,0.4,0.5,0.11,0.0,0.0
8,0.4,0.5,0.11,0.0,0.0
9,0.4,0.5,0.11,0.0,0.0
10,0.4,0.5,0.11,0.0,0.0
1,0.4,0.5,0.21000000000000002,0.0,0.0
2,0.4,0.5,0.21000000000000002,0.0,0.0
3,0.4,0.5,0.21000000000000002,0.0,0.0
4,0.4,0.5,0.21000000000000002,0.0,0.0
5,0.4,0.5,0.21000000000000002,0.0,0.0
6,0.4,0.5,0.21000000000000002,0.0,0.0
7,0.4,0.5,0.21000000000000002,0.0,0.0
8,0.4,0.5,0.21000000000000002,0.0,0.0
9,0.4,0.5,0.21000000000000002,0.0,0.0
10,0.4,0.5,0.21000000000000002,0.0,0.0
1,0.4,0.5,0.31,0.0,0.0
2,0.4,0.5,0.31,0.0,0.0
3,0.4,0.5,0.31,0.0,0.0
4,0.4,0.5,0.31,0.0,0.0
5,0.4,0.5,0.31,0.0,0.0
6,0.4,0.5,0.31,0.0,0.0
7,0.4,0.5,0.31,0.0,0.0
8,0.4,0.5,0.31,0.0,0.0
9,0.4,0.5,0.31,0.0,0.0
10,0.4,0.5,0.31,0.0,0.0
1,0.4,0.5,0.41000000000000003,0.0,0.0
2,0.4,0.5,0.41000000000000003,0.0,0.0
3,0.4,0.5,0.41000000000000003,0.0,0.0
4,0.4,0.5,0.41000000000000003,0.0,0.0
5,0.4,0.5,0.41000000000000003,0.0,0.0
6,0.4,0.5,0.41000000000000003,0.0,0.0
7,0.4,0.5,0.41000000000000003,0.0,0.0
8,0.4,0.5,0.41000000000000003,0.0,0.0
9,0.4,0.5,0.41000000000000003,0.0,0.0
10,0.4,0.5,0.41000000000000003,0.0,0.0
1,0.4,0.5,0.51,0.0,0.0
2,0.4,0.5,0.51,0.0,0.0
3,0.4,0.5,0.51,0.0,0.0
4,0.4,0.5,0.51,0.0,0.0
5,0.4,0.5,0.51,0.0,0.0
6,0.4,0.5,0.51,0.0,0.0
7,0.4,0.5,0.51,0.0,0.0
8,0.4,0.5,0.51,0.0,0.0
9,0.4,0.5,0.51,0.0,0.0
10,0.4,0.5,0.51,0.0,0.0
1,0.4,0.5,0.61,0.0,0.0
2,0.4,0.5,0.61,0.0,0.0
3,0.4,0.5,0.61,0.0,0.0
4,0.4,0.5,0.61,0.0,0.0
5,0.4,0.5,0.61,0.0,0.0
6,0.4,0.5,0.61,0.0,0.0
7,0.4,0.5,0.61,0.0,0.0
8,0.4,0.5,0.61,0.0,0.0
9,0.4,0.5,0.61,0.0,0.0
10,0.4,0.5,0.61,0.0,0.0
1,0.4,0.5,0.7100000000000001,0.0,0.0
2,0.4,0.5,0.7100000000000001,0.0,0.0
3,0.4,0.5,0.7100000000000001,0.0,0.0
4,0.4,0.5,0.7100000000000001,0.0,0.0
5,0.4,0.5,0.7100000000000001,0.0,0.0
6,0.4,0.5,0.7100000000000001,0.0,0.0
7,0.4,0.5,0.7100000000000001,0.0,0.0
8,0.4,0.5,0.7100000000000001,0.0,0.0
9,0.4,0.5,0.7100000000000001,0.0,0.0
10,0.4,0.5,0.7100000000000001,0.0,0.0
1,0.4,0.5,0.81,0.0,0.0
2,0.4,0.5,0.81,0.0,0.0
3,0.4,0.5,0.81,0.0,0.0
4,0.4,0.5,0.81,0.0,0.0
5,0.4,0.5,0.81,0.0,0.0
6,0.4,0.5,0.81,0.0,0.0
7,0.4,0.5,0.81,0.0,0.0
8,0.4,0.5,0.81,0.0,0.0
9,0.4,0.5,0.81,0.0,0.0
10,0.4,0.5,0.81,0.0,0.0
1,0.4,0.5,0.91,0.0,0.0
2,0.4,0.5,0.91,0.0,0.0
3,0.4,0.5,0.91,0.0,0.0
4,0.4,0.5,0.91,0.0,0.0
5,0.4,0.5,0.91,0.0,0.0
6,0.4,0.5,0.91,0.0,0.0
7,0.4,0.5,0.91,0.0,0.0
8,0.4,0.5,0.91,0.0,0.0
9,0.4,0.5,0.91,0.0,0.0
10,0.4,0.5,0.91,0.0,0.0
1,0.4,0.6000000000000001,0.01,0.0,0.1996181439499382
2,0.4,0.6000000000000001,0.01,0.0,0.2926291410870365
3,0.4,0.6000000000000001,0.01,0.0,0.011544011544011544
4,0.4,0.6000000000000001,0.01,0.0,0.2667153645734183
5,0.4,0.6000000000000001,0.01,0.08333333333333333,0.17808263101618835
6,0.4,0.6000000000000001,0.01,0.0,0.19444713064704308
7,0.4,0.6000000000000001,0.01,0.0,0.12431385211494995
8,0.4,0.6000000000000001,0.01,0.0,0.43806241623587977
9,0.4,0.6000000000000001,0.01,0.0,0.04560260586319218
10,0.4,0.6000000000000001,0.01,0.0,0.535336586567325
1,0.4,0.6000000000000001,0.11,0.0,0.0
2,0.4,0.6000000000000001,0.11,0.0,0.0
3,0.4,0.6000000000000001,0.11,0.0,0.0
4,0.4,0.6000000000000001,0.11,0.0,0.0
5,0.4,0.6000000000000001,0.11,0.0,0.0
6,0.4,0.6000000000000001,0.11,0.0,0.0
7,0.4,0.6000000000000001,0.11,0.0,0.0
8,0.4,0.6000000000000001,0.11,0.0,0.0
9,0.4,0.6000000000000001,0.11,0.0,0.0
10,0.4,0.6000000000000001,0.11,0.0,0.0
1,0.4,0.6000000000000001,0.21000000000000002,0.0,0.0
2,0.4,0.6000000000000001,0.21000000000000002,0.0,0.0
3,0.4,0.6000000000000001,0.21000000000000002,0.0,0.0
4,0.4,0.6000000000000001,0.21000000000000002,0.0,0.0
5,0.4,0.6000000000000001,0.21000000000000002,0.0,0.0
6,0.4,0.6000000000000001,0.21000000000000002,0.0,0.0
7,0.4,0.6000000000000001,0.21000000000000002,0.0,0.0
8,0.4,0.6000000000000001,0.21000000000000002,0.0,0.0
9,0.4,0.6000000000000001,0.21000000000000002,0.0,0.0
10,0.4,0.6000000000000001,0.21000000000000002,0.0,0.0
1,0.4,0.6000000000000001,0.31,0.0,0.0
2,0.4,0.6000000000000001,0.31,0.0,0.0
3,0.4,0.6000000000000001,0.31,0.0,0.0
4,0.4,0.6000000000000001,0.31,0.0,0.0
5,0.4,0.6000000000000001,0.31,0.0,0.0
6,0.4,0.6000000000000001,0.31,0.0,0.0
7,0.4,0.6000000000000001,0.31,0.0,0.0
8,0.4,0.6000000000000001,0.31,0.0,0.0
9,0.4,0.6000000000000001,0.31,0.0,0.0
10,0.4,0.6000000000000001,0.31,0.0,0.0
1,0.4,0.6000000000000001,0.41000000000000003,0.0,0.0
2,0.4,0.6000000000000001,0.41000000000000003,0.0,0.0
3,0.4,0.6000000000000001,0.41000000000000003,0.0,0.0
4,0.4,0.6000000000000001,0.41000000000000003,0.0,0.0
5,0.4,0.6000000000000001,0.41000000000000003,0.0,0.0
6,0.4,0.6000000000000001,0.41000000000000003,0.0,0.0
7,0.4,0.6000000000000001,0.41000000000000003,0.0,0.0
8,0.4,0.6000000000000001,0.41000000000000003,0.0,0.0
9,0.4,0.6000000000000001,0.41000000000000003,0.0,0.0
10,0.4,0.6000000000000001,0.41000000000000003,0.0,0.0
1,0.4,0.6000000000000001,0.51,0.0,0.0
2,0.4,0.6000000000000001,0.51,0.0,0.0
3,0.4,0.6000000000000001,0.51,0.0,0.0
4,0.4,0.6000000000000001,0.51,0.0,0.0
5,0.4,0.6000000000000001,0.51,0.0,0.0
6,0.4,0.6000000000000001,0.51,0.0,0.0
7,0.4,0.6000000000000001,0.51,0.0,0.0
8,0.4,0.6000000000000001,0.51,0.0,0.0
9,0.4,0.6000000000000001,0.51,0.0,0.0
10,0.4,0.6000000000000001,0.51,0.0,0.0
1,0.4,0.6000000000000001,0.61,0.0,0.0
2,0.4,0.6000000000000001,0.61,0.0,0.0
3,0.4,0.6000000000000001,0.61,0.0,0.0
4,0.4,0.6000000000000001,0.61,0.0,0.0
5,0.4,0.6000000000000001,0.61,0.0,0.0
6,0.4,0.6000000000000001,0.61,0.0,0.0
7,0.4,0.6000000000000001,0.61,0.0,0.0
8,0.4,0.6000000000000001,0.61,0.0,0.0
9,0.4,0.6000000000000001,0.61,0.0,0.0
10,0.4,0.6000000000000001,0.61,0.0,0.0
1,0.4,0.6000000000000001,0.7100000000000001,0.0,0.0
2,0.4,0.6000000000000001,0.7100000000000001,0.0,0.0
3,0.4,0.6000000000000001,0.7100000000000001,0.0,0.0
4,0.4,0.6000000000000001,0.7100000000000001,0.0,0.0
5,0.4,0.6000000000000001,0.7100000000000001,0.0,0.0
6,0.4,0.6000000000000001,0.7100000000000001,0.0,0.0
7,0.4,0.6000000000000001,0.7100000000000001,0.0,0.0
8,0.4,0.6000000000000001,0.7100000000000001,0.0,0.0
9,0.4,0.6000000000000001,0.7100000000000001,0.0,0.0
10,0.4,0.6000000000000001,0.7100000000000001,0.0,0.0
1,0.4,0.6000000000000001,0.81,0.0,0.0
2,0.4,0.6000000000000001,0.81,0.0,0.0
3,0.4,0.6000000000000001,0.81,0.0,0.0
4,0.4,0.6000000000000001,0.81,0.0,0.0
5,0.4,0.6000000000000001,0.81,0.0,0.0
6,0.4,0.6000000000000001,0.81,0.0,0.0
7,0.4,0.6000000000000001,0.81,0.0,0.0
8,0.4,0.6000000000000001,0.81,0.0,0.0
9,0.4,0.6000000000000001,0.81,0.0,0.0
10,0.4,0.6000000000000001,0.81,0.0,0.0
1,0.4,0.6000000000000001,0.91,0.0,0.0
2,0.4,0.6000000000000001,0.91,0.0,0.0
3,0.4,0.6000000000000001,0.91,0.0,0.0
4,0.4,0.6000000000000001,0.91,0.0,0.0
5,0.4,0.6000000000000001,0.91,0.0,0.0
6,0.4,0.6000000000000001,0.91,0.0,0.0
7,0.4,0.6000000000000001,0.91,0.0,0.0
8,0.4,0.6000000000000001,0.91,0.0,0.0
9,0.4,0.6000000000000001,0.91,0.0,0.0
10,0.4,0.6000000000000001,0.91,0.0,0.0
1,0.4,0.7000000000000001,0.01,0.0,0.1996181439499382
2,0.4,0.7000000000000001,0.01,0.0,0.2926291410870365
3,0.4,0.7000000000000001,0.01,0.0,0.011544011544011544
4,0.4,0.7000000000000001,0.01,0.0,0.2667153645734183
5,0.4,0.7000000000000001,0.01,0.08333333333333333,0.17808263101618835
6,0.4,0.7000000000000001,0.01,0.0,0.19444713064704308
7,0.4,0.7000000000000001,0.01,0.0,0.12431385211494995
8,0.4,0.7000000000000001,0.01,0.0,0.43806241623587977
9,0.4,0.7000000000000001,0.01,0.0,0.04560260586319218
10,0.4,0.7000000000000001,0.01,0.0,0.47896659707724426
1,0.4,0.7000000000000001,0.11,0.0,0.0
2,0.4,0.7000000000000001,0.11,0.0,0.0
3,0.4,0.7000000000000001,0.11,0.0,0.0
4,0.4,0.7000000000000001,0.11,0.0,0.0
5,0.4,0.7000000000000001,0.11,0.0,0.0
6,0.4,0.7000000000000001,0.11,0.0,0.0
7,0.4,0.7000000000000001,0.11,0.0,0.0
8,0.4,0.7000000000000001,0.11,0.0,0.0
9,0.4,0.7000000000000001,0.11,0.0,0.0
10,0.4,0.7000000000000001,0.11,0.0,0.0
1,0.4,0.7000000000000001,0.21000000000000002,0.0,0.0
2,0.4,0.7000000000000001,0.21000000000000002,0.0,0.0
3,0.4,0.7000000000000001,0.21000000000000002,0.0,0.0
4,0.4,0.7000000000000001,0.21000000000000002,0.0,0.0
5,0.4,0.7000000000000001,0.21000000000000002,0.0,0.0
6,0.4,0.7000000000000001,0.21000000000000002,0.0,0.0
7,0.4,0.7000000000000001,0.21000000000000002,0.0,0.0
8,0.4,0.7000000000000001,0.21000000000000002,0.0,0.0
9,0.4,0.7000000000000001,0.21000000000000002,0.0,0.0
10,0.4,0.7000000000000001,0.21000000000000002,0.0,0.0
1,0.4,0.7000000000000001,0.31,0.0,0.0
2,0.4,0.7000000000000001,0.31,0.0,0.0
3,0.4,0.7000000000000001,0.31,0.0,0.0
4,0.4,0.7000000000000001,0.31,0.0,0.0
5,0.4,0.7000000000000001,0.31,0.0,0.0
6,0.4,0.7000000000000001,0.31,0.0,0.0
7,0.4,0.7000000000000001,0.31,0.0,0.0
8,0.4,0.7000000000000001,0.31,0.0,0.0
9,0.4,0.7000000000000001,0.31,0.0,0.0
10,0.4,0.7000000000000001,0.31,0.0,0.0
1,0.4,0.7000000000000001,0.41000000000000003,0.0,0.0
2,0.4,0.7000000000000001,0.41000000000000003,0.0,0.0
3,0.4,0.7000000000000001,0.41000000000000003,0.0,0.0
4,0.4,0.7000000000000001,0.41000000000000003,0.0,0.0
5,0.4,0.7000000000000001,0.41000000000000003,0.0,0.0
6,0.4,0.7000000000000001,0.41000000000000003,0.0,0.0
7,0.4,0.7000000000000001,0.41000000000000003,0.0,0.0
8,0.4,0.7000000000000001,0.41000000000000003,0.0,0.0
9,0.4,0.7000000000000001,0.41000000000000003,0.0,0.0
10,0.4,0.7000000000000001,0.41000000000000003,0.0,0.0
1,0.4,0.7000000000000001,0.51,0.0,0.0
2,0.4,0.7000000000000001,0.51,0.0,0.0
3,0.4,0.7000000000000001,0.51,0.0,0.0
4,0.4,0.7000000000000001,0.51,0.0,0.0
5,0.4,0.7000000000000001,0.51,0.0,0.0
6,0.4,0.7000000000000001,0.51,0.0,0.0
7,0.4,0.7000000000000001,0.51,0.0,0.0
8,0.4,0.7000000000000001,0.51,0.0,0.0
9,0.4,0.7000000000000001,0.51,0.0,0.0
10,0.4,0.7000000000000001,0.51,0.0,0.0
1,0.4,0.7000000000000001,0.61,0.0,0.0
2,0.4,0.7000000000000001,0.61,0.0,0.0
3,0.4,0.7000000000000001,0.61,0.0,0.0
4,0.4,0.7000000000000001,0.61,0.0,0.0
5,0.4,0.7000000000000001,0.61,0.0,0.0
6,0.4,0.7000000000000001,0.61,0.0,0.0
7,0.4,0.7000000000000001,0.61,0.0,0.0
8,0.4,0.7000000000000001,0.61,0.0,0.0
9,0.4,0.7000000000000001,0.61,0.0,0.0
10,0.4,0.7000000000000001,0.61,0.0,0.0
1,0.4,0.7000000000000001,0.7100000000000001,0.0,0.0
2,0.4,0.7000000000000001,0.7100000000000001,0.0,0.0
3,0.4,0.7000000000000001,0.7100000000000001,0.0,0.0
4,0.4,0.7000000000000001,0.7100000000000001,0.0,0.0
5,0.4,0.7000000000000001,0.7100000000000001,0.0,0.0
6,0.4,0.7000000000000001,0.7100000000000001,0.0,0.0
7,0.4,0.7000000000000001,0.7100000000000001,0.0,0.0
8,0.4,0.7000000000000001,0.7100000000000001,0.0,0.0
9,0.4,0.7000000000000001,0.7100000000000001,0.0,0.0
10,0.4,0.7000000000000001,0.7100000000000001,0.0,0.0
1,0.4,0.7000000000000001,0.81,0.0,0.0
2,0.4,0.7000000000000001,0.81,0.0,0.0
3,0.4,0.7000000000000001,0.81,0.0,0.0
