Image,Alpha,Beta,Min Score,Recall,MABO
6,0.5,0.6000000000000001,0.81,0.0,0.0
7,0.5,0.6000000000000001,0.81,0.0,0.0
8,0.5,0.6000000000000001,0.81,0.0,0.0
9,0.5,0.6000000000000001,0.81,0.0,0.0
10,0.5,0.6000000000000001,0.81,0.0,0.0
1,0.5,0.6000000000000001,0.91,0.0,0.0
2,0.5,0.6000000000000001,0.91,0.0,0.0
3,0.5,0.6000000000000001,0.91,0.0,0.0
4,0.5,0.6000000000000001,0.91,0.0,0.0
5,0.5,0.6000000000000001,0.91,0.0,0.0
6,0.5,0.6000000000000001,0.91,0.0,0.0
7,0.5,0.6000000000000001,0.91,0.0,0.0
8,0.5,0.6000000000000001,0.91,0.0,0.0
9,0.5,0.6000000000000001,0.91,0.0,0.0
10,0.5,0.6000000000000001,0.91,0.0,0.0
1,0.5,0.7000000000000001,0.01,0.5,0.4692861471004608
2,0.5,0.7000000000000001,0.01,0.0,0.33476346268171486
3,0.5,0.7000000000000001,0.01,0.0,0.27598566308243727
4,0.5,0.7000000000000001,0.01,0.5,0.49485841143896503
5,0.5,0.7000000000000001,0.01,0.08333333333333333,0.32971096549207196
6,0.5,0.7000000000000001,0.01,0.0,0.391274685102266
7,0.5,0.7000000000000001,0.01,0.0,0.20923474329996772
8,0.5,0.7000000000000001,0.01,0.0,0.44413081565115825
9,0.5,0.7000000000000001,0.01,0.0,0.3962103516776179
10,0.5,0.7000000000000001,0.01,0.0,0.5133654103180968
1,0.5,0.7000000000000001,0.11,0.0,0.0
2,0.5,0.7000000000000001,0.11,0.0,0.0
3,0.5,0.7000000000000001,0.11,0.0,0.0
4,0.5,0.7000000000000001,0.11,0.0,0.0
5,0.5,0.7000000000000001,0.11,0.0,0.0
6,0.5,0.7000000000000001,0.11,0.0,0.0
7,0.5,0.7000000000000001,0.11,0.0,0.0
8,0.5,0.7000000000000001,0.11,0.0,0.0
9,0.5,0.7000000000000001,0.11,0.0,0.0
10,0.5,0.7000000000000001,0.11,0.0,0.0
1,0.5,0.7000000000000001,0.21000000000000002,0.0,0.0
2,0.5,0.7000000000000001,0.21000000000000002,0.0,0.0
3,0.5,0.7000000000000001,0.21000000000000002,0.0,0.0
4,0.5,0.7000000000000001,0.21000000000000002,0.0,0.0
5,0.5,0.7000000000000001,0.21000000000000002,0.0,0.0
6,0.5,0.7000000000000001,0.21000000000000002,0.0,0.0
7,0.5,0.7000000000000001,0.21000000000000002,0.0,0.0
8,0.5,0.7000000000000001,0.21000000000000002,0.0,0.0
9,0.5,0.7000000000000001,0.21000000000000002,0.0,0.0
10,0.5,0.7000000000000001,0.21000000000000002,0.0,0.0
1,0.5,0.7000000000000001,0.31,0.0,0.0
2,0.5,0.7000000000000001,0.31,0.0,0.0
3,0.5,0.7000000000000001,0.31,0.0,0.0
4,0.5,0.7000000000000001,0.31,0.0,0.0
5,0.5,0.7000000000000001,0.31,0.0,0.0
6,0.5,0.7000000000000001,0.31,0.0,0.0
7,0.5,0.7000000000000001,0.31,0.0,0.0
8,0.5,0.7000000000000001,0.31,0.0,0.0
9,0.5,0.7000000000000001,0.31,0.0,0.0
10,0.5,0.7000000000000001,0.31,0.0,0.0
1,0.5,0.7000000000000001,0.41000000000000003,0.0,0.0
2,0.5,0.7000000000000001,0.41000000000000003,0.0,0.0
3,0.5,0.7000000000000001,0.41000000000000003,0.0,0.0
4,0.5,0.7000000000000001,0.41000000000000003,0.0,0.0
5,0.5,0.7000000000000001,0.41000000000000003,0.0,0.0
6,0.5,0.7000000000000001,0.41000000000000003,0.0,0.0
7,0.5,0.7000000000000001,0.41000000000000003,0.0,0.0
8,0.5,0.7000000000000001,0.41000000000000003,0.0,0.0
9,0.5,0.7000000000000001,0.41000000000000003,0.0,0.0
10,0.5,0.7000000000000001,0.41000000000000003,0.0,0.0
1,0.5,0.7000000000000001,0.51,0.0,0.0
2,0.5,0.7000000000000001,0.51,0.0,0.0
3,0.5,0.7000000000000001,0.51,0.0,0.0
4,0.5,0.7000000000000001,0.51,0.0,0.0
5,0.5,0.7000000000000001,0.51,0.0,0.0
6,0.5,0.7000000000000001,0.51,0.0,0.0
7,0.5,0.7000000000000001,0.51,0.0,0.0
8,0.5,0.7000000000000001,0.51,0.0,0.0
9,0.5,0.7000000000000001,0.51,0.0,0.0
10,0.5,0.7000000000000001,0.51,0.0,0.0
1,0.5,0.7000000000000001,0.61,0.0,0.0
2,0.5,0.7000000000000001,0.61,0.0,0.0
3,0.5,0.7000000000000001,0.61,0.0,0.0
4,0.5,0.7000000000000001,0.61,0.0,0.0
5,0.5,0.7000000000000001,0.61,0.0,0.0
6,0.5,0.7000000000000001,0.61,0.0,0.0
7,0.5,0.7000000000000001,0.61,0.0,0.0
8,0.5,0.7000000000000001,0.61,0.0,0.0
9,0.5,0.7000000000000001,0.61,0.0,0.0
10,0.5,0.7000000000000001,0.61,0.0,0.0
1,0.5,0.7000000000000001,0.7100000000000001,0.0,0.0
2,0.5,0.7000000000000001,0.7100000000000001,0.0,0.0
3,0.5,0.7000000000000001,0.7100000000000001,0.0,0.0
4,0.5,0.7000000000000001,0.7100000000000001,0.0,0.0
5,0.5,0.7000000000000001,0.7100000000000001,0.0,0.0
6,0.5,0.7000000000000001,0.7100000000000001,0.0,0.0
7,0.5,0.7000000000000001,0.7100000000000001,0.0,0.0
8,0.5,0.7000000000000001,0.7100000000000001,0.0,0.0
9,0.5,0.7000000000000001,0.7100000000000001,0.0,0.0
10,0.5,0.7000000000000001,0.7100000000000001,0.0,0.0
1,0.5,0.7000000000000001,0.81,0.0,0.0
2,0.5,0.7000000000000001,0.81,0.0,0.0
3,0.5,0.7000000000000001,0.81,0.0,0.0
4,0.5,0.7000000000000001,0.81,0.0,0.0
5,0.5,0.7000000000000001,0.81,0.0,0.0
6,0.5,0.7000000000000001,0.81,0.0,0.0
7,0.5,0.7000000000000001,0.81,0.0,0.0
8,0.5,0.7000000000000001,0.81,0.0,0.0
9,0.5,0.7000000000000001,0.81,0.0,0.0
10,0.5,0.7000000000000001,0.81,0.0,0.0
1,0.5,0.7000000000000001,0.91,0.0,0.0
2,0.5,0.7000000000000001,0.91,0.0,0.0
3,0.5,0.7000000000000001,0.91,0.0,0.0
4,0.5,0.7000000000000001,0.91,0.0,0.0
5,0.5,0.7000000000000001,0.91,0.0,0.0
6,0.5,0.7000000000000001,0.91,0.0,0.0
7,0.5,0.7000000000000001,0.91,0.0,0.0
8,0.5,0.7000000000000001,0.91,0.0,0.0
9,0.5,0.7000000000000001,0.91,0.0,0.0
10,0.5,0.7000000000000001,0.91,0.0,0.0
1,0.5,0.8,0.01,0.5,0.4692861471004608
2,0.5,0.8,0.01,0.0,0.3669300763829342
3,0.5,0.8,0.01,0.0,0.27598566308243727
4,0.5,0.8,0.01,0.5,0.49485841143896503
5,0.5,0.8,0.01,0.08333333333333333,0.3302824355387401
6,0.5,0.8,0.01,0.3333333333333333,0.4584825218533628
7,0.5,0.8,0.01,0.0,0.20923474329996772
8,0.5,0.8,0.01,0.0,0.5950452665374715
9,0.5,0.8,0.01,0.0,0.3962103516776179
10,0.5,0.8,0.01,0.0,0.5133654103180968
1,0.5,0.8,0.11,0.0,0.0
2,0.5,0.8,0.11,0.0,0.0
3,0.5,0.8,0.11,0.0,0.0
4,0.5,0.8,0.11,0.0,0.0
5,0.5,0.8,0.11,0.0,0.0
6,0.5,0.8,0.11,0.0,0.0
7,0.5,0.8,0.11,0.0,0.0
8,0.5,0.8,0.11,0.0,0.0
9,0.5,0.8,0.11,0.0,0.0
10,0.5,0.8,0.11,0.0,0.0
1,0.5,0.8,0.21000000000000002,0.0,0.0
2,0.5,0.8,0.21000000000000002,0.0,0.0
3,0.5,0.8,0.21000000000000002,0.0,0.0
4,0.5,0.8,0.21000000000000002,0.0,0.0
5,0.5,0.8,0.21000000000000002,0.0,0.0
6,0.5,0.8,0.21000000000000002,0.0,0.0
7,0.5,0.8,0.21000000000000002,0.0,0.0
8,0.5,0.8,0.21000000000000002,0.0,0.0
9,0.5,0.8,0.21000000000000002,0.0,0.0
10,0.5,0.8,0.21000000000000002,0.0,0.0
1,0.5,0.8,0.31,0.0,0.0
2,0.5,0.8,0.31,0.0,0.0
3,0.5,0.8,0.31,0.0,0.0
4,0.5,0.8,0.31,0.0,0.0
5,0.5,0.8,0.31,0.0,0.0
6,0.5,0.8,0.31,0.0,0.0
7,0.5,0.8,0.31,0.0,0.0
8,0.5,0.8,0.31,0.0,0.0
9,0.5,0.8,0.31,0.0,0.0
10,0.5,0.8,0.31,0.0,0.0
1,0.5,0.8,0.41000000000000003,0.0,0.0
2,0.5,0.8,0.41000000000000003,0.0,0.0
3,0.5,0.8,0.41000000000000003,0.0,0.0
4,0.5,0.8,0.41000000000000003,0.0,0.0
5,0.5,0.8,0.41000000000000003,0.0,0.0
6,0.5,0.8,0.41000000000000003,0.0,0.0
7,0.5,0.8,0.41000000000000003,0.0,0.0
8,0.5,0.8,0.41000000000000003,0.0,0.0
9,0.5,0.8,0.41000000000000003,0.0,0.0
10,0.5,0.8,0.41000000000000003,0.0,0.0
1,0.5,0.8,0.51,0.0,0.0
2,0.5,0.8,0.51,0.0,0.0
3,0.5,0.8,0.51,0.0,0.0
4,0.5,0.8,0.51,0.0,0.0
5,0.5,0.8,0.51,0.0,0.0
6,0.5,0.8,0.51,0.0,0.0
7,0.5,0.8,0.51,0.0,0.0
8,0.5,0.8,0.51,0.0,0.0
9,0.5,0.8,0.51,0.0,0.0
10,0.5,0.8,0.51,0.0,0.0
1,0.5,0.8,0.61,0.0,0.0
2,0.5,0.8,0.61,0.0,0.0
3,0.5,0.8,0.61,0.0,0.0
4,0.5,0.8,0.61,0.0,0.0
5,0.5,0.8,0.61,0.0,0.0
6,0.5,0.8,0.61,0.0,0.0
7,0.5,0.8,0.61,0.0,0.0
8,0.5,0.8,0.61,0.0,0.0
9,0.5,0.8,0.61,0.0,0.0
10,0.5,0.8,0.61,0.0,0.0
1,0.5,0.8,0.7100000000000001,0.0,0.0
2,0.5,0.8,0.7100000000000001,0.0,0.0
3,0.5,0.8,0.7100000000000001,0.0,0.0
4,0.5,0.8,0.7100000000000001,0.0,0.0
5,0.5,0.8,0.7100000000000001,0.0,0.0
6,0.5,0.8,0.7100000000000001,0.0,0.0
7,0.5,0.8,0.7100000000000001,0.0,0.0
8,0.5,0.8,0.7100000000000001,0.0,0.0
9,0.5,0.8,0.7100000000000001,0.0,0.0
10,0.5,0.8,0.7100000000000001,0.0,0.0
1,0.5,0.8,0.81,0.0,0.0
2,0.5,0.8,0.81,0.0,0.0
3,0.5,0.8,0.81,0.0,0.0
4,0.5,0.8,0.81,0.0,0.0
5,0.5,0.8,0.81,0.0,0.0
6,0.5,0.8,0.81,0.0,0.0
7,0.5,0.8,0.81,0.0,0.0
8,0.5,0.8,0.81,0.0,0.0
9,0.5,0.8,0.81,0.0,0.0
10,0.5,0.8,0.81,0.0,0.0
1,0.5,0.8,0.91,0.0,0.0
2,0.5,0.8,0.91,0.0,0.0
3,0.5,0.8,0.91,0.0,0.0
4,0.5,0.8,0.91,0.0,0.0
5,0.5,0.8,0.91,0.0,0.0
6,0.5,0.8,0.91,0.0,0.0
7,0.5,0.8,0.91,0.0,0.0
8,0.5,0.8,0.91,0.0,0.0
9,0.5,0.8,0.91,0.0,0.0
10,0.5,0.8,0.91,0.0,0.0
1,0.5,0.9,0.01,0.5,0.4692861471004608
2,0.5,0.9,0.01,0.0,0.3669300763829342
3,0.5,0.9,0.01,0.0,0.27598566308243727
4,0.5,0.9,0.01,0.5,0.49485841143896503
5,0.5,0.9,0.01,0.08333333333333333,0.3302824355387401
6,0.5,0.9,0.01,0.3333333333333333,0.4584825218533628
7,0.5,0.9,0.01,0.0,0.20923474329996772
8,0.5,0.9,0.01,0.0,0.5950452665374715
9,0.5,0.9,0.01,0.0,0.3962103516776179
10,0.5,0.9,0.01,0.0,0.5133654103180968
1,0.5,0.9,0.11,0.0,0.0
2,0.5,0.9,0.11,0.0,0.0
3,0.5,0.9,0.11,0.0,0.0
4,0.5,0.9,0.11,0.0,0.0
5,0.5,0.9,0.11,0.0,0.0
6,0.5,0.9,0.11,0.0,0.0
7,0.5,0.9,0.11,0.0,0.0
8,0.5,0.9,0.11,0.0,0.0
9,0.5,0.9,0.11,0.0,0.0
10,0.5,0.9,0.11,0.0,0.0
1,0.5,0.9,0.21000000000000002,0.0,0.0
2,0.5,0.9,0.21000000000000002,0.0,0.0
3,0.5,0.9,0.21000000000000002,0.0,0.0
4,0.5,0.9,0.21000000000000002,0.0,0.0
5,0.5,0.9,0.21000000000000002,0.0,0.0
6,0.5,0.9,0.21000000000000002,0.0,0.0
7,0.5,0.9,0.21000000000000002,0.0,0.0
8,0.5,0.9,0.21000000000000002,0.0,0.0
9,0.5,0.9,0.21000000000000002,0.0,0.0
10,0.5,0.9,0.21000000000000002,0.0,0.0
1,0.5,0.9,0.31,0.0,0.0
2,0.5,0.9,0.31,0.0,0.0
3,0.5,0.9,0.31,0.0,0.0
4,0.5,0.9,0.31,0.0,0.0
5,0.5,0.9,0.31,0.0,0.0
6,0.5,0.9,0.31,0.0,0.0
7,0.5,0.9,0.31,0.0,0.0
8,0.5,0.9,0.31,0.0,0.0
9,0.5,0.9,0.31,0.0,0.0
10,0.5,0.9,0.31,0.0,0.0
1,0.5,0.9,0.41000000000000003,0.0,0.0
2,0.5,0.9,0.41000000000000003,0.0,0.0
3,0.5,0.9,0.41000000000000003,0.0,0.0
4,0.5,0.9,0.41000000000000003,0.0,0.0
5,0.5,0.9,0.41000000000000003,0.0,0.0
6,0.5,0.9,0.41000000000000003,0.0,0.0
7,0.5,0.9,0.41000000000000003,0.0,0.0
8,0.5,0.9,0.41000000000000003,0.0,0.0
9,0.5,0.9,0.41000000000000003,0.0,0.0
10,0.5,0.9,0.41000000000000003,0.0,0.0
1,0.5,0.9,0.51,0.0,0.0
2,0.5,0.9,0.51,0.0,0.0
3,0.5,0.9,0.51,0.0,0.0
4,0.5,0.9,0.51,0.0,0.0
5,0.5,0.9,0.51,0.0,0.0
6,0.5,0.9,0.51,0.0,0.0
7,0.5,0.9,0.51,0.0,0.0
8,0.5,0.9,0.51,0.0,0.0
9,0.5,0.9,0.51,0.0,0.0
10,0.5,0.9,0.51,0.0,0.0
1,0.5,0.9,0.61,0.0,0.0
2,0.5,0.9,0.61,0.0,0.0
3,0.5,0.9,0.61,0.0,0.0
4,0.5,0.9,0.61,0.0,0.0
5,0.5,0.9,0.61,0.0,0.0
6,0.5,0.9,0.61,0.0,0.0
7,0.5,0.9,0.61,0.0,0.0
8,0.5,0.9,0.61,0.0,0.0
9,0.5,0.9,0.61,0.0,0.0
10,0.5,0.9,0.61,0.0,0.0
1,0.5,0.9,0.7100000000000001,0.0,0.0
2,0.5,0.9,0.7100000000000001,0.0,0.0
3,0.5,0.9,0.7100000000000001,0.0,0.0
4,0.5,0.9,0.7100000000000001,0.0,0.0
5,0.5,0.9,0.7100000000000001,0.0,0.0
6,0.5,0.9,0.7100000000000001,0.0,0.0
7,0.5,0.9,0.7100000000000001,0.0,0.0
8,0.5,0.9,0.7100000000000001,0.0,0.0
9,0.5,0.9,0.7100000000000001,0.0,0.0
10,0.5,0.9,0.7100000000000001,0.0,0.0
1,0.5,0.9,0.81,0.0,0.0
2,0.5,0.9,0.81,0.0,0.0
3,0.5,0.9,0.81,0.0,0.0
4,0.5,0.9,0.81,0.0,0.0
5,0.5,0.9,0.81,0.0,0.0
6,0.5,0.9,0.81,0.0,0.0
7,0.5,0.9,0.81,0.0,0.0
8,0.5,0.9,0.81,0.0,0.0
9,0.5,0.9,0.81,0.0,0.0
10,0.5,0.9,0.81,0.0,0.0
1,0.5,0.9,0.91,0.0,0.0
2,0.5,0.9,0.91,0.0,0.0
3,0.5,0.9,0.91,0.0,0.0
4,0.5,0.9,0.91,0.0,0.0
5,0.5,0.9,0.91,0.0,0.0
6,0.5,0.9,0.91,0.0,0.0
7,0.5,0.9,0.91,0.0,0.0
8,0.5,0.9,0.91,0.0,0.0
9,0.5,0.9,0.91,0.0,0.0
10,0.5,0.9,0.91,0.0,0.0
1,0.6000000000000001,0.1,0.01,0.0,0.11910914824449842
2,0.6000000000000001,0.1,0.01,0.5,0.3494181350784077
3,0.6000000000000001,0.1,0.01,0.0,0.2103825136612022
4,0.6000000000000001,0.1,0.01,0.0,0.33532684933677226
5,0.6000000000000001,0.1,0.01,0.0,0.20454343153406807
6,0.6000000000000001,0.1,0.01,0.3333333333333333,0.333553378530342
7,0.6000000000000001,0.1,0.01,0.0,0.06238295124313852
8,0.6000000000000001,0.1,0.01,0.0,0.3004952129415649
9,0.6000000000000001,0.1,0.01,0.0,0.5189607794154384
10,0.6000000000000001,0.1,0.01,0.0,0.515286400374839
1,0.6000000000000001,0.1,0.11,0.0,0.0
2,0.6000000000000001,0.1,0.11,0.0,0.0
3,0.6000000000000001,0.1,0.11,0.0,0.0
4,0.6000000000000001,0.1,0.11,0.0,0.0
5,0.6000000000000001,0.1,0.11,0.0,0.0
6,0.6000000000000001,0.1,0.11,0.0,0.0
7,0.6000000000000001,0.1,0.11,0.0,0.0
8,0.6000000000000001,0.1,0.11,0.0,0.0
9,0.6000000000000001,0.1,0.11,0.0,0.0
10,0.6000000000000001,0.1,0.11,0.0,0.0
1,0.6000000000000001,0.1,0.21000000000000002,0.0,0.0
2,0.6000000000000001,0.1,0.21000000000000002,0.0,0.0
3,0.6000000000000001,0.1,0.21000000000000002,0.0,0.0
4,0.6000000000000001,0.1,0.21000000000000002,0.0,0.0
5,0.6000000000000001,0.1,0.21000000000000002,0.0,0.0
6,0.6000000000000001,0.1,0.21000000000000002,0.0,0.0
7,0.6000000000000001,0.1,0.21000000000000002,0.0,0.0
8,0.6000000000000001,0.1,0.21000000000000002,0.0,0.0
9,0.6000000000000001,0.1,0.21000000000000002,0.0,0.0
10,0.6000000000000001,0.1,0.21000000000000002,0.0,0.0
1,0.6000000000000001,0.1,0.31,0.0,0.0
2,0.6000000000000001,0.1,0.31,0.0,0.0
3,0.6000000000000001,0.1,0.31,0.0,0.0
4,0.6000000000000001,0.1,0.31,0.0,0.0
5,0.6000000000000001,0.1,0.31,0.0,0.0
6,0.6000000000000001,0.1,0.31,0.0,0.0
7,0.6000000000000001,0.1,0.31,0.0,0.0
8,0.6000000000000001,0.1,0.31,0.0,0.0
9,0.6000000000000001,0.1,0.31,0.0,0.0
10,0.6000000000000001,0.1,0.31,0.0,0.0
1,0.6000000000000001,0.1,0.41000000000000003,0.0,0.0
2,0.6000000000000001,0.1,0.41000000000000003,0.0,0.0
3,0.6000000000000001,0.1,0.41000000000000003,0.0,0.0
4,0.6000000000000001,0.1,0.41000000000000003,0.0,0.0
5,0.6000000000000001,0.1,0.41000000000000003,0.0,0.0
6,0.6000000000000001,0.1,0.41000000000000003,0.0,0.0
7,0.6000000000000001,0.1,0.41000000000000003,0.0,0.0
8,0.6000000000000001,0.1,0.41000000000000003,0.0,0.0
9,0.6000000000000001,0.1,0.41000000000000003,0.0,0.0
10,0.6000000000000001,0.1,0.41000000000000003,0.0,0.0
1,0.6000000000000001,0.1,0.51,0.0,0.0
2,0.6000000000000001,0.1,0.51,0.0,0.0
3,0.6000000000000001,0.1,0.51,0.0,0.0
4,0.6000000000000001,0.1,0.51,0.0,0.0
5,0.6000000000000001,0.1,0.51,0.0,0.0
6,0.6000000000000001,0.1,0.51,0.0,0.0
7,0.6000000000000001,0.1,0.51,0.0,0.0
8,0.6000000000000001,0.1,0.51,0.0,0.0
9,0.6000000000000001,0.1,0.51,0.0,0.0
10,0.6000000000000001,0.1,0.51,0.0,0.0
1,0.6000000000000001,0.1,0.61,0.0,0.0
2,0.6000000000000001,0.1,0.61,0.0,0.0
3,0.6000000000000001,0.1,0.61,0.0,0.0
4,0.6000000000000001,0.1,0.61,0.0,0.0
5,0.6000000000000001,0.1,0.61,0.0,0.0
6,0.6000000000000001,0.1,0.61,0.0,0.0
7,0.6000000000000001,0.1,0.61,0.0,0.0
8,0.6000000000000001,0.1,0.61,0.0,0.0
9,0.6000000000000001,0.1,0.61,0.0,0.0
10,0.6000000000000001,0.1,0.61,0.0,0.0
1,0.6000000000000001,0.1,0.7100000000000001,0.0,0.0
2,0.6000000000000001,0.1,0.7100000000000001,0.0,0.0
3,0.6000000000000001,0.1,0.7100000000000001,0.0,0.0
4,0.6000000000000001,0.1,0.7100000000000001,0.0,0.0
5,0.6000000000000001,0.1,0.7100000000000001,0.0,0.0
6,0.6000000000000001,0.1,0.7100000000000001,0.0,0.0
7,0.6000000000000001,0.1,0.7100000000000001,0.0,0.0
8,0.6000000000000001,0.1,0.7100000000000001,0.0,0.0
9,0.6000000000000001,0.1,0.7100000000000001,0.0,0.0
10,0.6000000000000001,0.1,0.7100000000000001,0.0,0.0
1,0.6000000000000001,0.1,0.81,0.0,0.0
2,0.6000000000000001,0.1,0.81,0.0,0.0
3,0.6000000000000001,0.1,0.81,0.0,0.0
4,0.6000000000000001,0.1,0.81,0.0,0.0
5,0.6000000000000001,0.1,0.81,0.0,0.0
6,0.6000000000000001,0.1,0.81,0.0,0.0
7,0.6000000000000001,0.1,0.81,0.0,0.0
8,0.6000000000000001,0.1,0.81,0.0,0.0
9,0.6000000000000001,0.1,0.81,0.0,0.0
10,0.6000000000000001,0.1,0.81,0.0,0.0
1,0.6000000000000001,0.1,0.91,0.0,0.0
2,0.6000000000000001,0.1,0.91,0.0,0.0
3,0.6000000000000001,0.1,0.91,0.0,0.0
4,0.6000000000000001,0.1,0.91,0.0,0.0
5,0.6000000000000001,0.1,0.91,0.0,0.0
6,0.6000000000000001,0.1,0.91,0.0,0.0
7,0.6000000000000001,0.1,0.91,0.0,0.0
8,0.6000000000000001,0.1,0.91,0.0,0.0
9,0.6000000000000001,0.1,0.91,0.0,0.0
10,0.6000000000000001,0.1,0.91,0.0,0.0
1,0.6000000000000001,0.2,0.01,0.0,0.15162725328978113
2,0.6000000000000001,0.2,0.01,0.0,0.32839114775544187
3,0.6000000000000001,0.2,0.01,0.0,0.2103825136612022
4,0.6000000000000001,0.2,0.01,0.0,0.2706112523857778
5,0.6000000000000001,0.2,0.01,0.0,0.2772265717991566
6,0.6000000000000001,0.2,0.01,0.0,0.24819600323189542
7,0.6000000000000001,0.2,0.01,0.0,0.08950597352276396
8,0.6000000000000001,0.2,0.01,0.0,0.2966366234337217
9,0.6000000000000001,0.2,0.01,0.0,0.495252493593171
10,0.6000000000000001,0.2,0.01,0.0,0.3329010314071428
1,0.6000000000000001,0.2,0.11,0.0,0.0
2,0.6000000000000001,0.2,0.11,0.0,0.0
3,0.6000000000000001,0.2,0.11,0.0,0.0
4,0.6000000000000001,0.2,0.11,0.0,0.0
5,0.6000000000000001,0.2,0.11,0.0,0.0
6,0.6000000000000001,0.2,0.11,0.0,0.0
7,0.6000000000000001,0.2,0.11,0.0,0.0
8,0.6000000000000001,0.2,0.11,0.0,0.0
9,0.6000000000000001,0.2,0.11,0.0,0.0
10,0.6000000000000001,0.2,0.11,0.0,0.0
1,0.6000000000000001,0.2,0.21000000000000002,0.0,0.0
2,0.6000000000000001,0.2,0.21000000000000002,0.0,0.0
3,0.6000000000000001,0.2,0.21000000000000002,0.0,0.0
4,0.6000000000000001,0.2,0.21000000000000002,0.0,0.0
5,0.6000000000000001,0.2,0.21000000000000002,0.0,0.0
6,0.6000000000000001,0.2,0.21000000000000002,0.0,0.0
7,0.6000000000000001,0.2,0.21000000000000002,0.0,0.0
8,0.6000000000000001,0.2,0.21000000000000002,0.0,0.0
9,0.6000000000000001,0.2,0.21000000000000002,0.0,0.0
10,0.6000000000000001,0.2,0.21000000000000002,0.0,0.0
1,0.6000000000000001,0.2,0.31,0.0,0.0
2,0.6000000000000001,0.2,0.31,0.0,0.0
3,0.6000000000000001,0.2,0.31,0.0,0.0
4,0.6000000000000001,0.2,0.31,0.0,0.0
5,0.6000000000000001,0.2,0.31,0.0,0.0
6,0.6000000000000001,0.2,0.31,0.0,0.0
7,0.6000000000000001,0.2,0.31,0.0,0.0
8,0.6000000000000001,0.2,0.31,0.0,0.0
9,0.6000000000000001,0.2,0.31,0.0,0.0
10,0.6000000000000001,0.2,0.31,0.0,0.0
1,0.6000000000000001,0.2,0.41000000000000003,0.0,0.0
2,0.6000000000000001,0.2,0.41000000000000003,0.0,0.0
3,0.6000000000000001,0.2,0.41000000000000003,0.0,0.0
4,0.6000000000000001,0.2,0.41000000000000003,0.0,0.0
5,0.6000000000000001,0.2,0.41000000000000003,0.0,0.0
6,0.6000000000000001,0.2,0.41000000000000003,0.0,0.0
7,0.6000000000000001,0.2,0.41000000000000003,0.0,0.0
8,0.6000000000000001,0.2,0.41000000000000003,0.0,0.0
9,0.6000000000000001,0.2,0.41000000000000003,0.0,0.0
10,0.6000000000000001,0.2,0.41000000000000003,0.0,0.0
1,0.6000000000000001,0.2,0.51,0.0,0.0
2,0.6000000000000001,0.2,0.51,0.0,0.0
3,0.6000000000000001,0.2,0.51,0.0,0.0
4,0.6000000000000001,0.2,0.51,0.0,0.0
5,0.6000000000000001,0.2,0.51,0.0,0.0
6,0.6000000000000001,0.2,0.51,0.0,0.0
7,0.6000000000000001,0.2,0.51,0.0,0.0
8,0.6000000000000001,0.2,0.51,0.0,0.0
9,0.6000000000000001,0.2,0.51,0.0,0.0
10,0.6000000000000001,0.2,0.51,0.0,0.0
1,0.6000000000000001,0.2,0.61,0.0,0.0
2,0.6000000000000001,0.2,0.61,0.0,0.0
3,0.6000000000000001,0.2,0.61,0.0,0.0
4,0.6000000000000001,0.2,0.61,0.0,0.0
5,0.6000000000000001,0.2,0.61,0.0,0.0
6,0.6000000000000001,0.2,0.61,0.0,0.0
7,0.6000000000000001,0.2,0.61,0.0,0.0
8,0.6000000000000001,0.2,0.61,0.0,0.0
9,0.6000000000000001,0.2,0.61,0.0,0.0
10,0.6000000000000001,0.2,0.61,0.0,0.0
1,0.6000000000000001,0.2,0.7100000000000001,0.0,0.0
2,0.6000000000000001,0.2,0.7100000000000001,0.0,0.0
3,0.6000000000000001,0.2,0.7100000000000001,0.0,0.0
4,0.6000000000000001,0.2,0.7100000000000001,0.0,0.0
5,0.6000000000000001,0.2,0.7100000000000001,0.0,0.0
6,0.6000000000000001,0.2,0.7100000000000001,0.0,0.0
7,0.6000000000000001,0.2,0.7100000000000001,0.0,0.0
8,0.6000000000000001,0.2,0.7100000000000001,0.0,0.0
9,0.6000000000000001,0.2,0.7100000000000001,0.0,0.0
10,0.6000000000000001,0.2,0.7100000000000001,0.0,0.0
1,0.6000000000000001,0.2,0.81,0.0,0.0
2,0.6000000000000001,0.2,0.81,0.0,0.0
3,0.6000000000000001,0.2,0.81,0.0,0.0
4,0.6000000000000001,0.2,0.81,0.0,0.0
5,0.6000000000000001,0.2,0.81,0.0,0.0
6,0.6000000000000001,0.2,0.81,0.0,0.0
7,0.6000000000000001,0.2,0.81,0.0,0.0
8,0.6000000000000001,0.2,0.81,0.0,0.0
9,0.6000000000000001,0.2,0.81,0.0,0.0
10,0.6000000000000001,0.2,0.81,0.0,0.0
1,0.6000000000000001,0.2,0.91,0.0,0.0
2,0.6000000000000001,0.2,0.91,0.0,0.0
3,0.6000000000000001,0.2,0.91,0.0,0.0
4,0.6000000000000001,0.2,0.91,0.0,0.0
5,0.6000000000000001,0.2,0.91,0.0,0.0
6,0.6000000000000001,0.2,0.91,0.0,0.0
7,0.6000000000000001,0.2,0.91,0.0,0.0
8,0.6000000000000001,0.2,0.91,0.0,0.0
9,0.6000000000000001,0.2,0.91,0.0,0.0
10,0.6000000000000001,0.2,0.91,0.0,0.0
1,0.6000000000000001,0.30000000000000004,0.01,0.0,0.2620100784061486
